Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
5UZ28emaeHQVXvCASxmj1AVH35MyiFCWuyZXvYXG8NX1UaZZZKECNaaxUCjmRxUsToiXgBhuy2omwes2cj5GZVp5,1777343211,2026-04-28T02:26:51,0.000010533,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2960561,908724384,905763823,So11111111111111111111111111111111111111111,9,1.0
2CnY37WkTHNTxw81cafWosPKoctGMv3BSucVU26FfWyHyo5eAV8TE8mpVW467D2aoE9sA12X7YP31WahcZMUTap5,1777341835,2026-04-28T02:03:55,0.000012993,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,929483,909653867,908724384,So11111111111111111111111111111111111111111,9,1.0
3LChbsHAJcedVv1RYE6kpSubUHxFKAeLfBhqdnZ78diLh6pfLUnrtmpC6weYncP1qYTdBiQkNxMarXydvScvFeaz,1777341687,2026-04-28T02:01:27,0.000032686,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,995126,910648993,909653867,So11111111111111111111111111111111111111111,9,1.0
4cKSe7s98iijUqJR6hqVMddSypWzcmrQB1XY3c29y1vMPahJJ77sPNuwLmHHpx3G5CekLLrjPQAYSNhr4teQodTL,1777341684,2026-04-28T02:01:24,0.00003301,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5074765,915723758,910648993,So11111111111111111111111111111111111111111,9,1.0
3H4JAGXPBEBPZaNvmrFpRPeqMogPZtDDj2PSXpA4feKnPpQjUdTDX8gCthFpHd8B56EhVzHwsLfDDcWGUs3XMA3E,1777341339,2026-04-28T01:55:39,0.000011698,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,925166,916648924,915723758,So11111111111111111111111111111111111111111,9,1.0
q4u7cdp8848sfYZzpuJSY4pyYZ8AW9iCjFkBSjDaQWoixaCDrQEkJPVDQTUSj2H6GFP6pVTyKnacakeUkV32h2f,1777340236,2026-04-28T01:37:16,0.000018577,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2987376,919636300,916648924,So11111111111111111111111111111111111111111,9,1.0
2no1uwUuYXtHFcSfn9hL2nuZZpYqoEknVAWZzYd8yoGNmqdMZxEac2HCaSpkUGyQNUKvs646fjV1wLV5MmuHXbYD,1777340100,2026-04-28T01:35:00,0.000015069,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936403,920572703,919636300,So11111111111111111111111111111111111111111,9,1.0
4c71GBZdALWbCAURXzWbkVNM4mUfkrbxU3Nr9rSgkaMBvcJ1Gy1XMCksVi4mE9eJnTJ5R8eHFyS7gNr12qKwc2hw,1777339514,2026-04-28T01:25:14,0.000011659,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,925036,921497739,920572703,So11111111111111111111111111111111111111111,9,1.0
42cZuKeRVHLcthkp9fqN5UmsdAKh5bVWZNcBuyztTv5VTJbVHf4tmVvG7NMRnHQcawHcf9MQaBFeTHNfuQ1dpoYw,1777339408,2026-04-28T01:23:28,0.000011468,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,924400,922422139,921497739,So11111111111111111111111111111111111111111,9,1.0
4Jd3EBaL6AKNsnhGCUMmPTyDErqRS7GQVH2mcMtdk8XC5oo28MhFKJvg9REGSc42c95KMNu9PGa9ddZmRy6EyGrh,1777339395,2026-04-28T01:23:15,0.00001208,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,926441,923348580,922422139,So11111111111111111111111111111111111111111,9,1.0
5UNKVEKCD4Uz3ykK5c1pjxge7x2BXPnTBy63cumef2h3Rc4S3KxRPzJFnE4MHx3HqLNsWGoNUiAHApTMXoYgtRFu,1777339025,2026-04-28T01:17:05,0.000014626,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934926,924283506,923348580,So11111111111111111111111111111111111111111,9,1.0
4tjFe1Ed9evuUd3ZX51YsYYgXrWz9jMP7aVnKH7CV6XpFBcMbQP8MUMa6LCNfDKgeSKhV8BQK9sVDSC52qZxwdGo,1777338899,2026-04-28T01:14:59,0.000011407,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,924196,925207702,924283506,So11111111111111111111111111111111111111111,9,1.0
tsdEcv6EbZGiB92xc5HZRmDvUHmXNpGq2TEtRe4GbhKxjCHdLQ1aKXZoqbgNNA6jACB79LuYsFrj43zkKjVe3Xq,1777338776,2026-04-28T01:12:56,0.00001176,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,925374,926133076,925207702,So11111111111111111111111111111111111111111,9,1.0
2a5Hs29RBp2S3Q3NDF8jZqE7qkR7dQAvTezcHAyjDhMymXkWxktN1nhCEceY86eAkxCqLyLbHo5wnZNADUqhEHa6,1777338691,2026-04-28T01:11:31,0.000017021,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,942908,927075984,926133076,So11111111111111111111111111111111111111111,9,1.0
5J5quKUV7NCRFkEqpBmAKh5CZALnEatWoNqSVSc1Fa2HHhGTKHD3ZZk5y4Wx1ehk9im5ZmrHssmeRmkxvgoyAX9R,1777338606,2026-04-28T01:10:06,0.000014561,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934709,928010693,927075984,So11111111111111111111111111111111111111111,9,1.0
5Z3aMrAUFA2GVzfBgbfbhxSkMuRnbpW5rAHeURdcDuUe1BfNqYwD9M2AvfBHoeSHnrjHatkQrxUvnsWEd2SSJvxA,1777338578,2026-04-28T01:09:38,0.000016835,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,942288,928952981,928010693,So11111111111111111111111111111111111111111,9,1.0
Ar77HL1z7SapineSdLowzGznmzWFxgvWajee15UyhnKDDbc1DboBMXMtt3WrJDAWvScUpta6z1P68MaqP1nv8Qy,1777338542,2026-04-28T01:09:02,0.000014791,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,935475,929888456,928952981,So11111111111111111111111111111111111111111,9,1.0
36CkChYD6Lrb1eUcZk9NCAxr7gVRK2ycf9gQNKQQ4b5K5EGA2DZpUJTrxszM3aDZTB1d92yCNAhqsHcfFnbA9P85,1777338494,2026-04-28T01:08:14,0.000016194,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,940152,930828608,929888456,So11111111111111111111111111111111111111111,9,1.0
3UmJLNwtN7wx5pTFYwZ3TBpbXsHixvpy4s4PtDpvYsee3CV3AhWBMS8SEXnrSK5S8gAyN9HKLUe8T61LyFWmoCq8,1777337990,2026-04-28T00:59:50,0.000016098,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,939831,931768439,930828608,So11111111111111111111111111111111111111111,9,1.0
2YhgWiqbRK9SWYuRt5cXoX1F7yEGSnpRkaJw2sudRv29pVzKMHuB7Wrh6Nn4qjfqeLqze97b2UVzUxz7n93mjkue,1777337941,2026-04-28T00:59:01,0.000021038,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2995581,934764020,931768439,So11111111111111111111111111111111111111111,9,1.0
mPj6jpac2146eHgnA8RnccWErdc4vMPGswSKCaKRiYb5YBFN5a5ixcKkGaZdjmthLbvJtHCrmrAaPv4vubLX2nD,1777337670,2026-04-28T00:54:30,0.000015297,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,937163,935701183,934764020,So11111111111111111111111111111111111111111,9,1.0
3tdFreJVY8DBAazmzF2ahwzR5M2cci3PEkjNtXLWUcTmtZMEQp55Kp3pMuntvKS5zb8ApgxVBomtWG5SuXXDhY7L,1777337499,2026-04-28T00:51:39,0.000018112,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,946546,936647729,935701183,So11111111111111111111111111111111111111111,9,1.0
31cuEF5LPTHkYaysrh5MckwFkme6t1PFoqU3dT4Gdu83BexXbLJ1V3MAxpNMDkWBz1oRyLTGJRtQk2CzXxNfzZV9,1777336510,2026-04-28T00:35:10,0.000017169,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,943403,937591132,936647729,So11111111111111111111111111111111111111111,9,1.0
21sjiypRo5ScAJkD3cGJZxZ8KtHMjQBFXRxNYdGBozMA9ktAsEUoH84Uf53djhNM21j1D5KhfeL7HmFWSmRDUJYe,1777336419,2026-04-28T00:33:39,0.000015498,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5085993,942677125,937591132,So11111111111111111111111111111111111111111,9,1.0
5sTfi6GShUsion3surLfbgY4uftCf2bqcXt3XCaZvvck7KM8E8CDGTCFwMPuybUCG3Krt1uiLDWEQy1jxmJnwEyZ,1777336341,2026-04-28T00:32:21,0.000018985,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2988736,945665861,942677125,So11111111111111111111111111111111111111111,9,1.0
3zLEfo1A3ZbcS2gxYP4mc9Ji6c6yFND9akiE86mWEF35mBsRXPgeXe6N5cPC6NgViScYWmLggjZiNJUi31BLE8jL,1777336078,2026-04-28T00:27:58,0.000013533,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,931285,946597146,945665861,So11111111111111111111111111111111111111111,9,1.0
3bA5xsxRsZdaUxkyvPnBajtDGmSi1aq6Ba22t2hLDjgfHKTCN6uTsGiY1AAqZb59yYWcGBtnub4Nm8QqmBvCedJ9,1777336048,2026-04-28T00:27:28,0.000018179,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3020850,949617996,946597146,So11111111111111111111111111111111111111111,9,1.0
3epvVSkEtNBPXDPDUzWoGovbR2wafwF4Y992Xje6BLmcWQ1fVTtxWuTWrBgMJMgvj9HTNi36dmWCY6JoqMQFQg42,1777335868,2026-04-28T00:24:28,0.000014028,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,932934,950550930,949617996,So11111111111111111111111111111111111111111,9,1.0
4fW5GEn5XwaYisx6r1Njjf2PDEL9SX6CMK6sBT6C7YQByPHBnzS6g4WEYduWwDnnu7FXzR4cXyuTQd6F8DeXxi1i,1777335806,2026-04-28T00:23:26,0.000012577,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,928096,951479026,950550930,So11111111111111111111111111111111111111111,9,1.0
5NLodcJRQ7rcVBCixvGDdxSWz9Qakdg9dBNxGsvL4aoFzWwyjyPL1RBBYiU2nZ6mTANR5CqGEpKCvBWA2Bs3yHjg,1777335776,2026-04-28T00:22:56,0.000012569,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,928070,952407096,951479026,So11111111111111111111111111111111111111111,9,1.0
34TT6BAXNgMWgvMaXJG39yZh1DrQJNfxxEP8Ma885WV2HE6542WtWo958BSMV67yGcxWj1KdRHrkoHSCkbWx5p21,1777335701,2026-04-28T00:21:41,0.000013448,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,930997,953338093,952407096,So11111111111111111111111111111111111111111,9,1.0
5JmhVZEZoL7eqCTMoaa3TtgDf4dGxDJ78dVjkaXdu3SdL1zML7vRySdjsy3dA7RKjkTo68CBnxZczB6LzzBkAxdF,1777335624,2026-04-28T00:20:24,0.000014008,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,932867,954270960,953338093,So11111111111111111111111111111111111111111,9,1.0
4sTCwPszjxgnkYRpeYVJ141i1HhwjArNYiLbf7bN5WAravxBvqkDfmjFU9osr5g6yXzWbfLwUfmtmHEJckhTbCL5,1777335517,2026-04-28T00:18:37,0.000016389,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,940803,955211763,954270960,So11111111111111111111111111111111111111111,9,1.0
2mqxSE4MtqTdtAcDkUKqV1sSMH1qrjXBkmG4LCTFMMjvL72z6gTYS1d1XDJeJ9kGWqm9gn2fzHDzb6JLxA7LXYFe,1777335472,2026-04-28T00:17:52,0.000015151,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936675,956148438,955211763,So11111111111111111111111111111111111111111,9,1.0
5Evz36kqYkPCAV8wQw2EF4c7ec7DYi6HSUHqBcfLhV3kKDonRCnfwFWanRcy6DpSWY7BWB2nqXwcnTSpeEiL9ZfT,1777335347,2026-04-28T00:15:47,0.000015263,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,937048,957085486,956148438,So11111111111111111111111111111111111111111,9,1.0
2kQuGYZJq7AyWNTB7KwnHXn7oicTCN7GtVHwPSygSBvt3WUvgjGrMKXAWN1AVbLUjuYy6TjkbXdVBbKfPz3kjVry,1777335274,2026-04-28T00:14:34,0.000015237,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936964,958022450,957085486,So11111111111111111111111111111111111111111,9,1.0
4MZsqqVxDKWnsPBHLssGoFDQT7vqnD55RxBuAqz1rmoiWLMP22H9nPp4qztbyXZUQ1cAKSxoAZFqzXaM7neVX7Zf,1777335183,2026-04-28T00:13:03,0.000015224,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936919,958959369,958022450,So11111111111111111111111111111111111111111,9,1.0
4PEXGNWpdA9NhqADuZRqZpDi9KHaCeGvbVZJNM5ZCfaVyBFZeRjLM49QhHygHE7pJStnY6g4UnHDiwr4U1YSFj3J,1777335151,2026-04-28T00:12:31,0.000016223,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,940250,959899619,958959369,So11111111111111111111111111111111111111111,9,1.0
4yriSUDuFAB8NHAEwN85K9J9GGddtz9wU4muwzbJTvTzair1k5ZhvJt7PNAdDL4KDejX4amLbCuwyo7dWC9G4Dy5,1777335142,2026-04-28T00:12:22,0.000016223,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,940250,960839869,959899619,So11111111111111111111111111111111111111111,9,1.0
25QN7dna5ZDXNFo17fgYdt1aVnPKzXDGAYwHvU6p2CBDhYF8jR4gTBqNinFd4kUeQbL8fvtkwkBz6Y134G7mKvTT,1777334959,2026-04-28T00:09:19,0.000014977,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936095,961775964,960839869,So11111111111111111111111111111111111111111,9,1.0
2gdiR3Z2Fhb7cku5MwcEE6DQo7wbmqzojFwfzrYQeqaBHUEk3WGdRMSt3vpdhgYM8nrghYsPspjoUTx2PKov8uYJ,1777334888,2026-04-28T00:08:08,0.000015636,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,938291,962714255,961775964,So11111111111111111111111111111111111111111,9,1.0
2P53EdzPTFydfysTh2XtjcL9XVbLUwxbY4RPtENAqun5AayWmZXsKXJ447h1GGu6okZxqNt5Xc5pGogYckBebVm7,1777334681,2026-04-28T00:04:41,0.000012082,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,926446,963640701,962714255,So11111111111111111111111111111111111111111,9,1.0
3jRX3TG3g6No9QZT2ro2VEK8pRJRnNd29sVrwLWBVRF69ZndXxxuHSd3XFf8EgRPPtqYSsaQX1BeKvC4DEmXJ8DB,1777333450,2026-04-27T23:44:10,0.000048712,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3122626,966763327,963640701,So11111111111111111111111111111111111111111,9,1.0
3LxHpbP7VeVM3tL3rEdEGMCpF4HeZpqueWNjoszrdmnY28UR9rfWCZkvcoNPbM6dKLPA3J7sPqLCuUPqVH31hRAZ,1777333414,2026-04-27T23:43:34,0.000017093,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3017230,969780557,966763327,So11111111111111111111111111111111111111111,9,1.0
64KJoPNGerCuMN1qF34AdZXUfgSka9ECBcquRfByqyHwSPRfu8pGGi6VUfz4EbgQHED46dAddtTcuPryQN9zdwx9,1777333025,2026-04-27T23:37:05,0.000013186,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3004206,972784763,969780557,So11111111111111111111111111111111111111111,9,1.0
2PXXgNS9DxS4S3u3q6qKJJEgLWBDcEKMsqdLeqsLG9buRec5viTgsfaenA99SgpER482zXvtmoomCzbTJZEDA1QB,1777332895,2026-04-27T23:34:55,0.000010988,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2962078,975746841,972784763,So11111111111111111111111111111111111111111,9,1.0
27UsPwZBYuBhNnrKWaM5sGduREfYuifjS4TwZecuJhVEsnaZJWvMdWvwNdgMtFPdgdFqxvRiTwiFeDQW9o3RQCp2,1777332283,2026-04-27T23:24:43,0.000014318,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2973179,978720020,975746841,So11111111111111111111111111111111111111111,9,1.0
27BLQKbAxeKMAthqCJmcK1bYqgkUaPoaKFCjmQ6jyoqFwPEWEDyngRhapf4J18CXxRNCuBR9owcGQXXpB3HgdU8L,1777331883,2026-04-27T23:18:03,0.000013589,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,931470,979651490,978720020,So11111111111111111111111111111111111111111,9,1.0
5D2DPXT3ZaCwhqbgR5BR57GManYy9hHxL1LQqUgpz6mvKcKdV9gK5qkj4rS9hfFtqJaieAWyW4wBa7Km7eJcCgN8,1777331823,2026-04-27T23:17:03,0.000016506,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3015272,982666762,979651490,So11111111111111111111111111111111111111111,9,1.0
sqR2UDM8cTpftgJrGeEGQedcqroBtEV7fiVYdNMyQs1NWSXEVUdfSg3637SfgZr5WFz8n2bpznCD53P1Z79ZgQM,1777330821,2026-04-27T23:00:21,0.000015469,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3011816,985678578,982666762,So11111111111111111111111111111111111111111,9,1.0
5WuxMoLQCWxLrq3woychmicUPTaCaajPHHctKGG81qyW6aY1GCAqxf1cHPU4eANUefL5qV5Sh1i7kFrAgeGVt9Jq,1777330172,2026-04-27T22:49:32,0.00001557,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,938073,986616651,985678578,So11111111111111111111111111111111111111111,9,1.0
5Td9DZvWV1KQcWwoHBZHCAxdwUT3eiBrHthUZS9daVgkimkfRkKKRnssk67oR1VTMnGkuqpEyXn4goqcTYhVq5oF,1777329999,2026-04-27T22:46:39,0.000018425,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,947588,987564239,986616651,So11111111111111111111111111111111111111111,9,1.0
2m8CHYpERnj5C2NQXB9xx4dy2FbsmMgx8PGD4RGtTsyPRiTqAosR3CGXkfGVxH4YHrzGabwJKf7HmenbvxFiRpAC,1777329766,2026-04-27T22:42:46,0.000015905,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3013269,990577508,987564239,So11111111111111111111111111111111111111111,9,1.0
HdUBSrqRhwodcZakbRBYVVAou61dhCC1yXF1N65P4jmEb4Fgjs1tNTZ3DLH8ZpDdn6w3MjKHwvZZPNddZyajoXY,1777328767,2026-04-27T22:26:07,0.000016619,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2980848,993558356,990577508,So11111111111111111111111111111111111111111,9,1.0
4nmjM8eLoa5X1SxPGrGhdKC7Bz9prgfS2jW3tkZamQPsu1R6ZmGCgf5wvgMSvvLy1KrtGpnVmBa2QR5wXjSu1SvZ,1777328221,2026-04-27T22:17:01,0.000023835,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,965621,994523977,993558356,So11111111111111111111111111111111111111111,9,1.0
4yjmoi51Xd8UAfAdnup8UE9g6Xkw5GEs3KZhRrzfwCk2EV6QAU8daJkG7JaKc4MYVrspojmFWXav3nsHRtZjkTFV,1777328074,2026-04-27T22:14:34,0.000012646,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3002406,997526383,994523977,So11111111111111111111111111111111111111111,9,1.0
VYLzzihpXNAo1JaUhyFfiUxUiWnDvwSkyej6EXqkxoLeqkyBqiVKooakzbjzPcbZRibWpJ2wDZFFbmLWrxvsFuB,1777327887,2026-04-27T22:11:27,0.000015731,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2977889,1000504272,997526383,So11111111111111111111111111111111111111111,9,1.0
3dQZDLZFBLHhMziacUxgNbowU95UG5izEYNbWWvxzex9zAimo6z9h5dr8mefxV7T9pwEAaEzSXvY4Fosy3RoVQqm,1777327711,2026-04-27T22:08:31,0.000013331,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3004688,1003508960,1000504272,So11111111111111111111111111111111111111111,9,1.0
2Wrrh6hMTJYLaGsQo4tER5woi82SvrvBs9v6VsrgHcUypR7wW1k7GfzdoKiwbfB8yTdW8WtTAJpZBNccyoAQQown,1777327550,2026-04-27T22:05:50,0.000016344,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,16344,1003525304,1003508960,So11111111111111111111111111111111111111111,9,1.0
21tDz475ixCTHUVeeSYLG6X3QDUqbvQHRcDnjzb6HGkpWSwAiqE9rN4B4GPXifBoz83LT2SDm9btJujbqjZXb1ZQ,1777327424,2026-04-27T22:03:44,0.000013853,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,932350,1004457654,1003525304,So11111111111111111111111111111111111111111,9,1.0
5UUPJGiRwb4WgTHa8GWnQDPctDyLpUZDJRYirkFaLzKZhX4nRLwi2A2T8LNQ333SKJpFzQgYVGEGHoXzHqCqUDKm,1777327040,2026-04-27T21:57:20,0.000014118,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3007313,1007464967,1004457654,So11111111111111111111111111111111111111111,9,1.0
UMNEqujmpP1qJu5MFJM7ASYiVucgeSudkJ8S8afT4RAfUvao47MvtmmghNQ5RCouydSNaFirDZfw1Kav8M1UJtW,1777325980,2026-04-27T21:39:40,0.00001259,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3002217,1010467184,1007464967,So11111111111111111111111111111111111111111,9,1.0
4CCCXKSVXs2s527Y1kCXDQTq3tuLF779oa7YP844BD2EreUo8GSww2bA8wcTAQxuvxpdtFKRfEEFomhokM1wtKtR,1777325769,2026-04-27T21:36:09,0.000014528,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934600,1011401784,1010467184,So11111111111111111111111111111111111111111,9,1.0
5Vrgyjqs9Nz7yqYe4WZ9N7SfaMNehbBSnpAUCtCn8aTtCLPrQgPArvG95f7rqFGLrnWwvAiecAMkjnNVGmKeZdq1,1777324223,2026-04-27T21:10:23,0.000016632,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,941613,1012343397,1011401784,So11111111111111111111111111111111111111111,9,1.0
3SyLHMyVuY8eGpAjuNGrGLJcttuLKhWo4f3gvYPaFdccqxopdRcRpv9xb1hdQnSFy6ygiztfFCqYM7Eq4HYvacHV,1777324169,2026-04-27T21:09:29,0.000013918,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,932565,1013275962,1012343397,So11111111111111111111111111111111111111111,9,1.0
LQ43QZ4GFJkGgcrFKN1mPgZ5FsZPCYw2Tyqtev2eCHk1vUALmu3xgGK9U6rAyTEhXuSRQkPfMpmySzBsjZpS8WY,1777323671,2026-04-27T21:01:11,0.000015031,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936276,1014212238,1013275962,So11111111111111111111111111111111111111111,9,1.0
KLHny6rLYDnqvVi2dZ3ktFEEXrAGvQh6eqgicHSXz6kkjd7vcsAS9cmXuWFoRgdvp2CHpkSodDWem91JNHvkwjh,1777321802,2026-04-27T20:30:02,0.000038731,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5093835,1019306073,1014212238,So11111111111111111111111111111111111111111,9,1.0
2BMvmUruUAPH3EEFAjc1CSRxRkeXDg1DARtCCrQZp6wjxNXc9s2B5EhP3gS3E8U9fGeJdXmXXLJSNxxYPVdwAzD6,1777321779,2026-04-27T20:29:39,0.000020745,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3029402,1022335475,1019306073,So11111111111111111111111111111111111111111,9,1.0
5UXnVf2EdS4j8GmAqdh35zGTN5UpcbeqBr24y8pFwex3Kpx2i9kDtsGxjeJMyy3tuhbzGz2bFao43xNUexzrs3v5,1777321122,2026-04-27T20:18:42,0.000016392,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2980091,1025315566,1022335475,So11111111111111111111111111111111111111111,9,1.0
65Y4pYCJ9cdQe7nwEsSX38T6AS7SdMXGP5ydHzwQEM4Eq5nFZrcce95Xym4LrCGWQkQgxCVCLcxHmKKQK8Fogvzw,1777319015,2026-04-27T19:43:35,0.000042918,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3103313,1028418879,1025315566,So11111111111111111111111111111111111111111,9,1.0
BdoZZBLxp4Q2pUNXvL5xSdM9qxAkPqBavesicDEBNfpbuEzfHRE5AQHJcduPSLGPp8uHQ7mFNBJmUnbL5t3inX7,1777318999,2026-04-27T19:43:19,0.000051504,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,1057853,1029476732,1028418879,So11111111111111111111111111111111111111111,9,1.0
SKLZsx5j8Q9CmgXyZPztBvQRkSHFrfLFxZS3AQ3ejN4ygVQ3tz7Z7b6pTLVR3L1JDLhHpQouf3mnrv34NuKr4xc,1777318823,2026-04-27T19:40:23,0.000036509,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,1007869,1030484601,1029476732,So11111111111111111111111111111111111111111,9,1.0
2dFyHfJbMDRPzfkyHW1vmS9xjDrCAsdLC2oWPhYtv1FDMmG6xN9EhnYt4Y9A4FWLeKLWrSUE5wfvPPYUtpXANCae,1777318574,2026-04-27T19:36:14,0.000053293,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3137896,1033622497,1030484601,So11111111111111111111111111111111111111111,9,1.0
